ResultID,score,x,y,Match_addr,City,Subregion,Postal,PostalExt,IN_Address,IN_City,IN_Postal
3034,100,-118.47248308300,34.31059200980,"15648 Roxford St, Sylmar, California, 91342",Sylmar,Los Angeles County,91342,1265,15648 Roxford St,Sylmar,91342
3035,100,-118.47731307100,34.30523505170,"15825 Roxford St, Sylmar, California, 91342",Sylmar,Los Angeles County,91342,3537,15825 Roxford St,Sylmar,91342
3036,100,-118.47591932800,34.31365178170,"15853 Olden St, Sylmar, California, 91342",Sylmar,Los Angeles County,91342,1249,15853 Olden St,Sylmar,91342
3037,100,-118.47572830400,34.31379616000,"15860 Olden St, Sylmar, California, 91342",Sylmar,Los Angeles County,91342,1241,15860 Olden St,Sylmar,91342
3038,100,-118.47867161000,34.30642335410,"15900 Valley View Ct, Sylmar, California, 91342",Sylmar,Los Angeles County,91342,,15900 Valley View Ct,Sylmar,91342
3039,100,-118.48920707500,34.31877480090,"16450 Foothill Blvd, Sylmar, California, 91342",Sylmar,Los Angeles County,91342,1041,16450 Foothill Blvd,Sylmar,91342
3040,100,-117.16228173000,33.53179200250,"26040 Ynez Rd, Temecula, California, 92591",Temecula,Riverside County,92591,6033,26040 Ynez Rd,Temecula,92591
3041,100,-117.16196020000,33.52615839970,"26201 Ynez Rd, Temecula, California, 92591",Temecula,Riverside County,92591,6048,26201 Ynez Rd,Temecula,92591
3042,100,-117.15575373600,33.51730752900,"26531 Ynez Rd, Temecula, California, 92591",Temecula,Riverside County,92591,4630,26531 Ynez Rd,Temecula,92591
3043,100,-117.17725331800,33.51878098380,"26879 Diaz Rd, Temecula, California, 92590",Temecula,Riverside County,92590,3470,26879 Diaz Rd,Temecula,92590
3044,100,-117.17958578700,33.50805994640,"27460 Bostik Ct, Temecula, California, 92590",Temecula,Riverside County,92590,,27460 Bostik Ct,Temecula,92590
3045,100,-117.16417101100,33.51029330100,"27565 Diaz Rd, Temecula, California, 92590",Temecula,Riverside County,92590,3411,27565 Diaz Rd,Temecula,92590
3046,100,-117.16230549500,33.50801460990,"27719 Diaz Rd, Temecula, California, 92590",Temecula,Riverside County,92590,3418,27719 Diaz Rd,Temecula,92590
3047,100,-117.15696173600,33.49670824760,"28381 Vincent Moraga Dr, Temecula, California, 92590",Temecula,Riverside County,92590,3653,28381 Vincent Moraga Dr,Temecula,92590
3048,100,-117.15942862700,33.49886508640,"28820 Single Oak Dr, Temecula, California, 92590",Temecula,Riverside County,92590,3607,28820 Single Oak Dr,Temecula,92590
3049,100,-117.15891329400,33.53124491570,"40610 County Center Dr, Temecula, California, 92591",Temecula,Riverside County,92591,6019,40610 County Center Dr,Temecula,92591
3050,100,-117.15935493700,33.52947721420,"40750 County Center Dr, Temecula, California, 92591",Temecula,Riverside County,92591,6018,40750 County Center Dr,Temecula,92591
3051,100,-117.15939056000,33.52957167830,"40761 County Center Dr, Temecula, California, 92591",Temecula,Riverside County,92591,6020,40761 County Center Dr,Temecula,92591
3052,100,-117.18289844600,33.51583935480,"41573 Dendy Pkwy, Temecula, California, 92590",Temecula,Riverside County,92590,3757,41573 Dendy Pky,Temecula,92590
3053,100,-117.16398158000,33.49999407930,"41915 Business Park Dr, Temecula, California, 92590",Temecula,Riverside County,92590,,41915 Business Park Dr,Temecula,92590
3054,100,-117.17163928700,33.51355763320,"41980 Winchester Rd, Temecula, California, 92590",Temecula,Riverside County,92590,3403,41980 Winchester Rd,Temecula,92590
3055,100,-117.17578374500,33.51307091730,"41995 Zevo Dr, Temecula, California, 92590",Temecula,Riverside County,92590,3754,41995 Zevo Dr,Temecula,92590
3056,100,-117.18103791500,33.51084638080,"42301 Zevo Dr, Temecula, California, 92590",Temecula,Riverside County,92590,3731,42301 Zevo Dr,Temecula,92590
3057,100,-117.18146430200,33.51352477610,"42375 Remington Ave, Temecula, California, 92590",Temecula,Riverside County,92590,2512,42375 Remington Ave,Temecula,92590
3058,100,-117.18412748400,33.51458018340,"42500 Winchester Rd, Temecula, California, 92590",Temecula,Riverside County,92590,2570,42500 Winchester Rd,Temecula,92590
3059,100,-117.16401519100,33.50416939870,"43044 Business Park Dr, Temecula, California, 92590",Temecula,Riverside County,92590,3614,43044 Business Park Dr,Temecula,92590
3060,100,-117.16631174900,33.50369343230,"43085 Business Park Dr, Temecula, California, 92590",Temecula,Riverside County,92590,1500,43085 Business Park Dr,Temecula,92590
3061,100,-117.16695723900,33.50253408940,"43195 Business Park Dr, Temecula, California, 92590",Temecula,Riverside County,92590,3629,43195 Business Park Dr,Temecula,92590
3062,100,-117.16693092000,33.50195930040,"43225 Business Park Dr, Temecula, California, 92590",Temecula,Riverside County,92590,3648,43225 Business Park Dr,Temecula,92590
3063,100,-116.12932533600,33.65013468690,"54895 Fillmore St, Thermal, California, 92274",Thermal,Riverside County,92274,,54895 Fillmore St,Thermal,92274
3064,100,-116.13915268200,33.64207266070,"87500 Airport Blvd, Thermal, California, 92274",Thermal,Riverside County,92274,9511,87500 Airport Blvd,Thermal,92274
3065,100,-118.29626387800,33.85828515230,"1000 W 190th St, Torrance, California, 90502",Torrance,Los Angeles County,90502,1040,1000 190th St,Torrance,90502
3066,100,-118.29511145100,33.84979499680,"1000 Francisco St, Torrance, California, 90502",Torrance,Los Angeles County,90502,1216,1000 Francisco St,Torrance,90502
3067,99,-118.30020437900,33.84198574530,"1331 Torrance Blvd, Torrance, California, 90501",Torrance,Los Angeles County,90501,2351,1331 W Torrance Blvd,Torrance,90501
3068,100,-118.30311097100,33.81898253400,"1450 W 228th St, Torrance, California, 90501",Torrance,Los Angeles County,90501,5001,1450 W 228th St,Torrance,90501
3069,100,-118.30143677000,33.85412588430,"1451 W Knox St, Torrance, California, 90501",Torrance,Los Angeles County,90501,1356,1451 Knox St,Torrance,90501
3070,100,-118.30148505000,33.85406959980,"1452 W Knox St, Torrance, California, 90501",Torrance,Los Angeles County,90501,,1452 W Knox St,Torrance,90501
3071,100,-118.30561489700,33.84948126220,"1540 Francisco St, Torrance, California, 90501",Torrance,Los Angeles County,90501,1329,1540 Francisco St,Torrance,90501
3072,100,-118.30640329900,33.85833284530,"1540 W 190th St, Torrance, California, 90501",Torrance,Los Angeles County,90501,1121,1540 W 190th St,Torrance,90501
3073,100,-118.30733695900,33.84950246840,"1580 Francisco St, Torrance, California, 90501",Torrance,Los Angeles County,90501,1323,1580 Francisco St,Torrance,90501
3074,100,-118.30846989800,33.85829353230,"1640 W 190th St, Torrance, California, 90501",Torrance,Los Angeles County,90501,1113,1640 W 190th St,Torrance,90501
3075,100,-118.32645800800,33.86123541460,"18700 Crenshaw Blvd, Torrance, California, 90504",Torrance,Los Angeles County,90504,5904,18700 Crenshaw Blvd,Torrance,90504
3076,100,-118.30352076300,33.85760843930,"19001 Harborgate Way, Torrance, California, 90501",Torrance,Los Angeles County,90501,1314,19001 Harborgate Way,Torrance,90501
3077,100,-118.30952748600,33.85673399730,"19001 S Western Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1106,19001 S Western Ave,Torrance,90501
3078,100,-118.31502450600,33.85574702820,"19145 Gramercy Pl, Torrance, California, 90501",Torrance,Los Angeles County,90501,1128,19145 Gramercy Pl,Torrance,90501
3079,100,-118.35362149300,33.85643354800,"19200 Hawthorne Blvd, Torrance, California, 90503",Torrance,Los Angeles County,90503,1505,19200 Hawthorne Blvd,Torrance,90503
3080,100,-118.30928248300,33.85779099720,"19200 S Western Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1109,19200 S Western Ave,Torrance,90501
3081,100,-118.29534748500,33.85595699490,"19301 Pacific Gateway Dr, Torrance, California, 90502",Torrance,Los Angeles County,90502,1017,19301 Pacific Gateway Dr,Torrance,90502
3082,100,-118.29529250000,33.85616101040,"19310 Pacific Gateway Dr, Torrance, California, 90502",Torrance,Los Angeles County,90502,1031,19310 Pacific Gateway Dr,Torrance,90502
3083,99,-118.30350743500,33.85484400380,"19321 Harborgate Way, Torrance, California, 90501",Torrance,Los Angeles County,90501,1320,19321 S Harborgate Way,Torrance,90501
3084,100,-118.30345253400,33.85219398130,"19400 Harborgate Way, Torrance, California, 90501",Torrance,Los Angeles County,90501,1354,19400 Harborgate Way,Torrance,90501
3085,100,-118.30931106500,33.85551065850,"19400 S Western Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1119,19400 S Western Ave,Torrance,90501
3086,100,-118.29051121100,33.85317705290,"19500 S Vermont Ave, Torrance, California, 90502",Torrance,Los Angeles County,90502,1120,19500 S Vermont Ave,Torrance,90502
3087,100,-118.30350642900,33.85228018920,"19561 Harborgate Wy, Torrance, California, 90501",Torrance,Los Angeles County,90501,,19561 Harborgate Way,Torrance,90501
3088,100,-118.30932281000,33.85332324550,"19600 S Western Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,,19600 S Western Ave,Torrance,90501
3089,100,-118.31773253100,33.85204499300,"19600 Van Ness Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1125,19600 Van Ness Ave,Torrance,90501
3090,100,-118.29534748500,33.85318597960,"19681 Pacific Gateway Dr, Torrance, California, 90502",Torrance,Los Angeles County,90502,,19681 Pacific Gateway Dr,Torrance,90502
3091,100,-118.31773253100,33.85192701770,"19700 Van Ness Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1140,19700 Van Ness Ave,Torrance,90501
3092,100,-118.29528252500,33.85169001940,"19780 Pacific Gateway Dr, Torrance, California, 90502",Torrance,Los Angeles County,90502,1131,19780 Pacific Gateway Dr,Torrance,90502
3093,100,-118.31773253100,33.85137100420,"19800 Van Ness Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1149,19800 Van Ness Ave,Torrance,90501
3094,100,-118.29537892400,33.85078005900,"19875 Pacific Gateway Dr, Torrance, California, 90502",Torrance,Los Angeles County,90502,1118,19875 Pacific Gateway Dr,Torrance,90502
3095,100,-118.29048774100,33.84973070760,"19900 S Vermont Ave, Torrance, California, 90502",Torrance,Los Angeles County,90502,1147,19900 S Vermont Ave,Torrance,90502
3096,100,-118.31773253100,33.85042900400,"19900 Van Ness Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1143,19900 Van Ness Ave,Torrance,90501
3097,100,-118.28604172800,33.84980941370,"19901 Hamilton Ave, Torrance, California, 90502",Torrance,Los Angeles County,90502,1363,19901 Hamilton Ave,Torrance,90502
3098,100,-118.30930251500,33.85030101230,"20000 S Western Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1305,20000 S Western Ave,Torrance,90501
3099,100,-118.29048916600,33.84825377440,"20051 S Vermont Ave, Torrance, California, 90502",Torrance,Los Angeles County,90502,1326,20051 S Vermont Ave,Torrance,90502
3100,100,-118.29041582500,33.84775760760,"20100 S Vermont Ave, Torrance, California, 90502",Torrance,Los Angeles County,90502,1361,20100 S Vermont Ave,Torrance,90502
3101,100,-118.30865300200,33.84831001700,"20100 S Western Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,,20100 S Western Ave,Torrance,90501
3102,100,-118.31168255700,33.82763399920,"2012 Abalone Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,3726,2012 Abalone Ave,Torrance,90501
3103,100,-118.31167149300,33.84948256140,"20263 S Western Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1310,20263 S Western Ave,Torrance,90501
3104,100,-118.31584702200,33.84379753560,"2027 Harpers Way, Torrance, California, 90501",Torrance,Los Angeles County,90501,1524,2027 Harpers Way,Torrance,90501
3105,100,-118.29925747500,33.84604501720,"20333 Normandie Ave, Torrance, California, 90502",Torrance,Los Angeles County,90502,1215,20333 Normandie Ave,Torrance,90502
3106,100,-118.32850880800,33.82471349270,"2300 Crenshaw Blvd, Torrance, California, 90501",Torrance,Los Angeles County,90501,,2300 Crenshaw Blvd,Torrance,90501
3107,100,-118.34388046400,33.81465411920,"23215 Early Ave, Torrance, California, 90505",Torrance,Los Angeles County,90505,4002,23215 Early Ave,Torrance,90505
3108,100,-118.33770325300,33.81326046020,"23540 Telo Ave, Torrance, California, 90505",Torrance,Los Angeles County,90505,,23540 Telo Ave,Torrance,90505
3109,100,-118.32128603900,33.85835748810,"2525 W 190th St, Torrance, California, 90504",Torrance,Los Angeles County,90504,6002,2525 W 190th St,Torrance,90504
3110,100,-118.33127265700,33.80261058160,"2600 Skypark Dr, Torrance, California, 90505",Torrance,Los Angeles County,90505,,2600 Skypark Dr,Torrance,90505
3111,100,-118.33581699000,33.84417254190,"2610 Columbia St, Torrance, California, 90503",Torrance,Los Angeles County,90503,3802,2610 Columbia St,Torrance,90503
3112,100,-118.33322086300,33.84181064730,"2700 California St, Torrance, California, 90503",Torrance,Los Angeles County,90503,3907,2700 California St,Torrance,90503
3113,100,-118.33383701700,33.83936749020,"2727 Maricopa St, Torrance, California, 90503",Torrance,Los Angeles County,90503,5145,2727 Maricopa St,Torrance,90503
3114,100,-118.33734383700,33.79655088470,"2901 Airport Dr, Torrance, California, 90505",Torrance,Los Angeles County,90505,6115,2901 Airport Dr,Torrance,90505
3115,100,-118.33643842400,33.84184057070,"2925 California St, Torrance, California, 90503",Torrance,Los Angeles County,90503,3914,2925 California St,Torrance,90503
3116,99,-118.33932599000,33.80753499170,"3000 Lomita Blvd, Torrance, California, 90505",Torrance,Los Angeles County,90505,5103,3000 W Lomita Blvd,Torrance,90505
3117,100,-118.33139000400,33.84672198160,"301 Crenshaw Blvd, Torrance, California, 90503",Torrance,Los Angeles County,90503,,301 Crenshaw Blvd,Torrance,90503
3118,100,-118.34415203800,33.85826247920,"4100 W 190th St, Torrance, California, 90504",Torrance,Los Angeles County,90504,5513,4100 W 190th St,Torrance,90504
3119,100,-118.34894103900,33.85828251200,"4240 W 190th St, Torrance, California, 90504",Torrance,Los Angeles County,90504,5515,4240 W 190th St,Torrance,90504
3120,100,-118.34865242900,33.85825153030,"4302 W 190th St, Torrance, California, 90504",Torrance,Los Angeles County,90504,5509,4302 W 190th St,Torrance,90504
3121,100,-118.31887314000,33.84293344520,"501 Van Ness Ave, Torrance, California, 90501",Torrance,Los Angeles County,90501,1424,501 Van Ness Ave,Torrance,90501
3122,100,-118.34017247800,33.84302497550,"525 Maple Ave, Torrance, California, 90503",Torrance,Los Angeles County,90503,3905,525 Maple Ave,Torrance,90503
3123,100,-118.32866654300,33.84230308010,"538 Crenshaw Blvd, Torrance, California, 90503",Torrance,Los Angeles County,90503,,538 Crenshaw Blvd,Torrance,90503
3124,100,-118.32866142600,33.84169773020,"588 Crenshaw Blvd, Torrance, California, 90503",Torrance,Los Angeles County,90503,,588 Crenshaw Blvd,Torrance,90503
3125,100,-118.29239672000,33.84979248230,"970 Francisco St, Torrance, California, 90502",Torrance,Los Angeles County,90502,1201,970 Francisco St,Torrance,90502
3126,100,-117.84079327100,33.71814182670,"1101 Bell Ave, Tustin, California, 92780",Tustin,Orange County,92780,6431,1101 Bell Ave,Tustin,92780
3127,100,-117.83953766200,33.71725372210,"1111 Bell Ave, Tustin, California, 92780",Tustin,Orange County,92780,6463,1111 Bell Ave,Tustin,92780
3128,100,-117.84150497900,33.71644901750,"1123 Warner Ave, Tustin, California, 92780",Tustin,Orange County,92780,6458,1123 Warner Ave,Tustin,92780
3129,100,-117.83593713200,33.71941755230,"1200 Valencia Ave, Tustin, California, 92780",Tustin,Orange County,92780,6429,1200 Valencia Ave,Tustin,92780
3130,100,-117.83838347400,33.71645316650,"1201 Bell Ave, Tustin, California, 92780",Tustin,Orange County,92780,6420,1201 Bell Ave,Tustin,92780
3131,100,-117.83994334600,33.71294261590,"1231 Warner Ave, Tustin, California, 92780",Tustin,Orange County,92780,,1231 Warner Ave,Tustin,92780
3132,100,-117.83664724700,33.71517853050,"1382 Bell Ave, Tustin, California, 92780",Tustin,Orange County,92780,6430,1382 Bell Ave,Tustin,92780
3133,100,-117.80032955000,33.72037510100,"2721 Michelle Dr, Tustin, California, 92780",Tustin,Orange County,92780,7018,2721 Michelle Dr,Tustin,92780
3134,100,-117.67123759600,34.09603050170,"1225 W 9th St, Upland, California, 91786",Upland,San Bernardino County,91786,5706,1225 W 9th St,Upland,91786
3135,100,-117.69014679100,34.10315276710,"2022 W 11th St, Upland, California, 91786",Upland,San Bernardino County,91786,3509,2022 W 11th St,Upland,91786
3136,100,-117.64574913500,34.13239274290,"430 E 19th St, Upland, California, 91784",Upland,San Bernardino County,91784,,430 E 19th St,Upland,91784
3137,100,-118.56751969900,34.43058138450,"24800 Avenue Rockefeller, Valencia, California, 91355",Valencia,Los Angeles County,91355,3467,24800 Avenue Rockefeller,Valencia,91355
3138,100,-118.56970352100,34.43731724960,"24903 Avenue Kearny, Valencia, California, 91355",Valencia,Los Angeles County,91355,1252,24903 Avenue Kearny,Valencia,91355
3139,100,-118.57019956200,34.43148231340,"25045 Avenue Tibbitts, Valencia, California, 91355",Valencia,Los Angeles County,91355,3448,25045 Avenue Tibbitts,Valencia,91355
3140,100,-118.57550564200,34.42980987230,"25145 Anza Dr, Valencia, California, 91355",Valencia,Los Angeles County,91355,3416,25145 Anza Dr,Valencia,91355
3141,100,-118.57656394100,34.43908117920,"25200 Rye Canyon Rd, Valencia, California, 91355",Valencia,Los Angeles County,91355,,25200 Rye Canyon Rd,Valencia,91355
3142,100,-118.59315239800,34.43805590480,"26121 Avenue Hall, Valencia, California, 91355",Valencia,Los Angeles County,91355,3490,26121 Avenue Hall,Valencia,91355
3143,100,-118.56392459300,34.42917345100,"27420 Avenue Scott, Valencia, California, 91355",Valencia,Los Angeles County,91355,3450,27420 Avenue Scott,Valencia,91355
3144,100,-118.56760796100,34.43563240320,"27680 Avenue Mentry, Valencia, California, 91355",Valencia,Los Angeles County,91355,1200,27680 Avenue Mentry,Valencia,91355
3145,100,-118.56847473400,34.43637273480,"27712 Avenue Mentry, Valencia, California, 91355",Valencia,Los Angeles County,91355,3453,27712 Avenue Mentry,Valencia,91355
3146,100,-118.57295854900,34.43490326150,"27727 Avenue Scott, Valencia, California, 91355",Valencia,Los Angeles County,91355,1219,27727 Avenue Scott,Valencia,91355
3147,100,-118.57425196000,34.43611348250,"27801 Avenue Scott, Valencia, California, 91355",Valencia,Los Angeles County,91355,1221,27801 Avenue Scott,Valencia,91355
3148,100,-118.62132204600,34.43348210980,"27811 Hancock Pkwy, Valencia, California, 91355",Valencia,Los Angeles County,91355,4187,27811 Hancock Pky,Valencia,91355
3149,99,-118.62372639500,34.43871899710,"27911 Franklin Pkwy, Valencia, California, 91355",Valencia,Los Angeles County,91355,4110,27911 W Franklin Pky,Valencia,91355
3150,100,-118.62737839000,34.44988494950,"28101 Industry Dr, Valencia, California, 91355",Valencia,Los Angeles County,91355,,28101 Industry Dr,Valencia,91355
3151,100,-118.62762775200,34.44542363960,"28104 Witherspoon Pkwy, Valencia, California, 91355",Valencia,Los Angeles County,91355,4175,28104 Witherspoon Pky,Valencia,91355
3152,99,-118.62706742200,34.43947856520,"28145 Harrison Pkwy, Valencia, California, 91355",Valencia,Los Angeles County,91355,4165,28145 W Harrison Pky,Valencia,91355
3153,100,-118.62739892600,34.44983398750,"28150 Industry Dr, Valencia, California, 91355",Valencia,Los Angeles County,91355,,28150 Industry Dr,Valencia,91355
3154,100,-118.59059977300,34.43565658500,"28210 Avenue Stanford, Valencia, California, 91355",Valencia,Los Angeles County,91355,,28210 Avenue Stanford,Valencia,91355
3155,99,-118.62902040500,34.44200579280,"28305 Livingston Ave, Valencia, California, 91355",Valencia,Los Angeles County,91355,4164,28305 W Livingston Ave,Valencia,91355
3156,99,-118.63026344200,34.44235879670,"28310 Livingston Ave, Valencia, California, 91355",Valencia,Los Angeles County,91355,4170,28310 W Livingston Ave,Valencia,91355
3157,100,-118.63194518700,34.44676214570,"28355 Witherspoon Pkwy, Valencia, California, 91355",Valencia,Los Angeles County,91355,4178,28355 Witherspoon Pky,Valencia,91355
3158,100,-118.57773925100,34.45379032960,"28361 Constellation Rd, Valencia, California, 91355",Valencia,Los Angeles County,91355,5048,28361 Constellation Rd,Valencia,91355
3159,100,-118.63369484500,34.44306765130,"28454 Livingston Ave, Valencia, California, 91355",Valencia,Los Angeles County,91355,4172,28454 Livingston Ave,Valencia,91355
3160,100,-118.63292561800,34.44306710940,"28455 Livingston Ave, Valencia, California, 91355",Valencia,Los Angeles County,91355,4173,28455 Livingston Ave,Valencia,91355
3161,100,-118.63498370700,34.44741121040,"28470 Witherspoon Pkwy, Valencia, California, 91355",Valencia,Los Angeles County,91355,4167,28470 Witherspoon Pky,Valencia,91355
3162,99,-118.63422799800,34.44317745720,"28545 Livingston Ave, Valencia, California, 91355",Valencia,Los Angeles County,91355,4166,28545 Livingston Ave W,Valencia,91355
3163,100,-118.63817495200,34.44834754080,"28624 Witherspoon Pkwy, Valencia, California, 91355",Valencia,Los Angeles County,91355,5416,28624 Witherspoon Pky,Valencia,91355
3164,100,-118.62773369900,34.43721402640,"28680 Braxton Ave, Valencia, California, 91355",Valencia,Los Angeles County,91355,4163,28680 Braxton Ave,Valencia,91355
3165,100,-118.64033463300,34.44903125260,"28751 Witherspoon Pkwy, Valencia, California, 91355",Valencia,Los Angeles County,91355,5415,28751 Witherspoon Pky,Valencia,91355
3166,99,-118.63136673000,34.44281127870,"28901 Avenue Paine, Valencia, California, 91355",Valencia,Los Angeles County,91355,4169,28901 N Avenue Paine,Valencia,91355
3167,100,-118.63718010400,34.44394746070,"28909 Avenue Williams, Valencia, California, 91355",Valencia,Los Angeles County,91355,4183,28909 Avenue Williams,Valencia,91355
3168,100,-118.63666855700,34.44525260690,"28936 Avenue Williams, Valencia, California, 91355",Valencia,Los Angeles County,91355,4182,28936 Avenue Williams,Valencia,91355
3169,100,-118.63666654500,34.44541328790,"28939 Avenue Williams, Valencia, California, 91355",Valencia,Los Angeles County,91355,4183,28939 Avenue Williams,Valencia,91355
3170,100,-118.63025547900,34.44537745530,"29010 Avenue Paine, Valencia, California, 91355",Valencia,Los Angeles County,91355,,29010 Avenue Paine,Valencia,91355
3172,0,0.00000000000,0.00000000000,,,,,,29011 Commerce Center
Dr,Valencia,91355
3173,0,0.00000000000,0.00000000000,,,,,,29040 Avenue Valleyview,Valencia,91355
3173,100,-118.64267603400,34.44723299910,"29040 Avenue Valleyview, Valencia, California, 91355",Valencia,Los Angeles County,91355,5444,29040 Avenue Valleyview,Valencia,91355
3174,100,-118.64387598800,34.44878398650,"29115 Avenue Valleyview, Valencia, California, 91355",Valencia,Los Angeles County,91355,5443,29115 Avenue Valleyview,Valencia,91355
3175,100,-118.62615480000,34.44829280700,"29120 Commerce Center Dr, Valencia, California, 91355",Valencia,Los Angeles County,91355,5404,29120 Commerce Center Dr,Valencia,91355
3176,100,-118.62950060500,34.44692823310,"29125 Avenue Paine, Valencia, California, 91355",Valencia,Los Angeles County,91355,5403,29125 Avenue Paine,Valencia,91355
3178,0,0.00000000000,0.00000000000,,,,,,15330 Raymer St,Van Nuys,91406
3178,100,-118.46746575900,34.21450178800,"15330 Raymer St, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,2028,15330 Raymer St,Van Nuys,91406
3179,100,-118.47043618400,34.18295661110,"15500 Erwin St, Van Nuys, California, 91411",Van Nuys,Los Angeles County,91411,1000,15500 Erwin St,Van Nuys,91411
3180,100,-118.47590298300,34.22133253620,"15800 Roscoe Blvd, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,,15800 Roscoe Blvd,Van Nuys,91406
3181,100,-118.47873206100,34.21575117080,"15853 Strathern St, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,1310,15853 Strathern St,Van Nuys,91406
3182,100,-118.47981004000,34.21570748290,"15903 Strathern St, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,1313,15903 Strathern St,Van Nuys,91406
3183,100,-118.48089298200,34.21569746650,"15955 Strathern St, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,1313,15955 Strathern St,Van Nuys,91406
3184,100,-118.43150437700,34.20719029580,"7519 Woodman Ave, Van Nuys, California, 91405",Van Nuys,Los Angeles County,91405,1509,7519 Woodman Ave,Van Nuys,91405
3185,100,-118.48365247200,34.21215598670,"7800 Woodley Ave, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,1722,7800 Woodley Ave,Van Nuys,91406
3186,100,-118.49245849900,34.21330183470,"7855 Hayvenhurst Ave, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,1712,7855 Hayvenhurst Ave,Van Nuys,91406
3187,100,-118.44229000500,34.21404682560,"7860 Nelson Rd, Panorama City, California, 91402",Panorama City,Los Angeles County,91402,6044,7860 Nelson Rd,Van Nuys,91402
3188,100,-118.48370754100,34.21541901970,"7943 Woodley Ave, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,1232,7943 Woodley Ave,Van Nuys,91406
3189,100,-118.48524159700,34.22129506910,"8201 Woodley Ave, Van Nuys, California, 91406",Van Nuys,Los Angeles County,91406,1231,8201 Woodley Ave,Van Nuys,91406
3190,100,-118.23841986200,34.01290176160,"1820 E 27th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1120,1820 E 27th St,Vernon,90058
3191,100,-118.23798213800,33.99303843230,"1901 E 55th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,3407,1901 E 55th St,Vernon,90058
3192,100,-118.23799598900,34.00395751650,"1925 E Vernon Ave, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1632,1925 E Vernon Ave,Vernon,90058
3193,100,-118.23710917200,34.00398731960,"1937 E Vernon Ave, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1610,1937 E Vernon Ave,Vernon,90058
3194,100,-118.23608605000,33.99303428790,"2025 E 55th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,3441,2025 E 55th St,Vernon,90058
3195,100,-118.23446558300,34.01273898350,"2034 E 27th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1152,2034 E 27th St,Vernon,90058
3196,100,-118.23595751000,34.00396166560,"2045 E Vernon Ave, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1612,2045 E Vernon Ave,Vernon,90058
3197,100,-118.23565113000,33.99837273290,"2050 E 49th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,2802,2050 E 49th St,Vernon,90058
3198,100,-118.23596605900,33.99294344430,"2050 E 55th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,3442,2050 E 55th St,Vernon,90058
3199,100,-118.23576539700,34.00802814590,"2100 E 38th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1617,2100 E 38th St,Vernon,90058
3200,100,-118.23472042500,33.99521141960,"2131 E 52nd St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,3498,2131 E 52nd St,Vernon,90058
3201,100,-118.23331516600,33.99849734060,"2221 E 49th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,2829,2221 E 49th St,Vernon,90058
3202,100,-118.23274793500,33.99838274920,"2254 E 49th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,2823,2254 E 49th St,Vernon,90058
3203,100,-118.23437400100,34.00396749100,"2263 E Vernon Ave, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1631,2263 E Vernon Ave,Vernon,90058
3204,100,-118.23228160200,33.99849734060,"2283 E 49th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,2822,2283 E 49th St,Vernon,90058
3205,100,-118.23332802300,34.00392248020,"2300 E Vernon Ave, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1609,2300 E Vernon Ave,Vernon,90058
3206,100,-118.23403101300,34.00054750680,"2311 E 48th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,2007,2311 E 48th St,Vernon,90058
